discharge_cycle_id,rows,time_start,time_end,capacity_ah,voltage_start,voltage_end,soc_start,soc_end
84,329,0.0,3085.625,1.5488741079890418,4.1980467610750285,3.5255241756932247,1.0,0.0
85,327,0.0,3067.203,1.538236598942558,4.199047008209673,3.5348337871327056,1.0,0.0
86,326,0.0,3058.157,1.527914258251028,4.197669918520713,3.5459029204528467,1.0,0.0
87,326,0.0,3058.812,1.5285252629756445,4.197600624105256,3.536266004226858,1.0,0.0
88,326,0.0,3058.578,1.522647325284378,4.197985718630326,3.5468067055591166,1.0,0.0
89,325,0.0,3049.328,1.5174859938489869,4.198164128530042,3.5480287197333853,1.0,0.0
90,339,0.0,3177.219,1.605818899130659,4.222920057935785,3.5250502230997878,1.0,0.0
91,329,0.0,3082.937,1.5638491446744425,4.200423045909808,3.494044837570843,1.0,0.0
92,328,0.0,3074.266,1.5480915247767786,4.198372063670128,3.51004183648376,1.0,0.0
93,327,0.0,3066.0,1.5323755631868592,4.198353213898968,3.5359247595765018,1.0,0.0
94,326,0.0,3056.437,1.5269528268489705,4.197873789078739,3.5293508069521957,1.0,0.0
95,325,0.0,3048.219,1.5169573017136326,4.197955644238241,3.5418570338179896,1.0,0.0
96,324,0.0,3039.218,1.511897596014269,4.197918434710392,3.540101144510816,1.0,0.0
97,324,0.0,3039.047,1.5065638960681105,4.197739340034368,3.545308234960168,1.0,0.0
98,323,0.0,3030.375,1.5015453526671363,4.19785490446139,3.543070358154518,1.0,0.0
99,322,0.0,3021.0,1.4908444050400238,4.197306756122815,3.5580353781991203,1.0,0.0
100,322,0.0,3021.75,1.485868384561201,4.197528212001444,3.5619975525663654,1.0,0.0
101,321,0.0,3012.265,1.480413677976106,4.19743662221161,3.5617346249744624,1.0,0.0
102,320,0.0,3002.641,1.4752095869031632,4.197717228550219,3.5627431724748324,1.0,0.0
103,321,0.0,3012.0,1.4859035988304024,4.192454851360723,3.544836812063795,1.0,0.0
104,322,0.0,3020.11,1.4960918298136696,4.202845001527377,3.5358343175174807,1.0,0.0
105,320,0.0,3002.172000000006,1.4808005946928984,4.197952808231904,3.544628258601667,1.0,0.0
106,319,0.0,2992.703,1.4697543268466824,4.198017952345714,3.556359815036754,1.0,0.0
107,316,0.0,2964.468,1.4539012274845928,4.192162800008929,3.5574151609154883,1.0,0.0
108,318,0.0,2983.375,1.454146206723569,4.196993378341778,3.570394142327151,1.0,0.0
109,317,0.0,2975.297,1.455023751906683,4.197603515102162,3.557697563432477,1.0,0.0
110,317,0.0,2974.9850000000006,1.449042163761236,4.196406678544622,3.5621145720736376,1.0,0.0
111,316,0.0,2966.25,1.4386709371480566,4.197098662004674,3.576830514745812,1.0,0.0
112,315,0.0,2956.359,1.433445432156979,4.196909312093871,3.5772132537111867,1.0,0.0
113,315,0.0,2956.344,1.4333958900838095,4.197105220217278,3.569684885614067,1.0,0.0
114,315,0.0,2956.406,1.42806487344776,4.196244829545076,3.5763051299071056,1.0,0.0
115,314,0.0,2947.266,1.4229203181741186,4.19680260180666,3.5780032001762248,1.0,0.0
116,313,0.0,2937.984,1.417429032731308,4.196227405416926,3.5782529159417336,1.0,0.0
117,312,0.0,2929.125,1.412409228794446,4.196558172556389,3.57952648091485,1.0,0.0
118,312,0.0,2928.454,1.412578792940193,4.196870541112335,3.573309098710338,1.0,0.0
119,312,0.0,2929.375,1.4075983731469897,4.196795527524874,3.5808535254697578,1.0,0.0
120,314,0.0,2946.031,1.4333920485221476,4.189287343772767,3.555891725331888,1.0,0.0
121,315,0.0,2955.438,1.4382550176792908,4.201144545237731,3.551885409283692,1.0,0.0
122,313,0.0,2937.625,1.4173547174485526,4.196925753814179,3.5736151200402326,1.0,0.0
123,312,0.0,2929.078,1.406981663677643,4.196901090271507,3.582249809980573,1.0,0.0
124,311,0.0,2918.375,1.4012037783587623,4.196688955833435,3.5821071034262646,1.0,0.0
125,311,0.0,2919.812,1.3967008232726328,4.196339302740304,3.5845442528815368,1.0,0.0
126,309,0.0,2900.422,1.391284788852726,4.196181412764837,3.582997063524048,1.0,0.0
127,309,0.0,2901.375,1.3862287677978349,4.195770804194879,3.585576080990165,1.0,0.0
128,309,0.0,2901.187,1.3804366761974138,4.195456241846729,3.59109083848252,1.0,0.0
129,308,0.0,2891.64,1.3752364150256224,4.19654355365607,3.594060583971402,1.0,0.0
130,307,0.0,2882.906,1.3705128024895008,4.194357133255019,3.5911079597852744,1.0,0.0
131,307,0.0,2883.265,1.37050855662704,4.195863681881766,3.5888120102866528,1.0,0.0
132,307,0.0,2882.969,1.3647355108681518,4.19558455466442,3.5942147923006207,1.0,0.0
133,308,0.0,2891.656,1.375392016895762,4.186574613062876,3.5833415219285625,1.0,0.0
134,309,0.0,2901.25,1.3861115151535393,4.200346502821317,3.5804307189370586,1.0,0.0
135,308,0.0,2891.703,1.369850003583894,4.1981749992980655,3.592441816132449,1.0,0.0
136,307,0.0,2883.016,1.3647827949260758,4.195715092938243,3.589331565362288,1.0,0.0
137,306,0.0,2873.453,1.3543220466259964,4.195755769877104,3.6022883230364853,1.0,0.0
138,306,0.0,2874.031,1.3546417018378962,4.195911764444989,3.59702121364665,1.0,0.0
139,306,0.0,2874.234,1.354703921319241,4.195824004004723,3.592312208409236,1.0,0.0
140,305,0.0,2864.984,1.349314997503458,4.196258226051591,3.595500119430284,1.0,0.0
141,304,0.0,2855.093,1.3441891937970554,4.196612664794988,3.596823461162057,1.0,0.0
142,304,0.0,2855.625,1.3389913790695755,4.195850781215982,3.6018356753071044,1.0,0.0
143,304,0.0,2855.594,1.3389145230206971,4.196002392961924,3.599344813796693,1.0,0.0
144,303,0.0,2847.437,1.3340066759761655,4.196207586734141,3.6035790390364575,1.0,0.0
145,303,0.0,2847.36,1.3286444309174914,4.195534582569042,3.605860961214576,1.0,0.0
146,302,0.0,2837.328,1.323170899227622,4.1957439573980455,3.6105078495292338,1.0,0.0
147,302,0.0,2837.281,1.3181691588445197,4.19586805747139,3.61626290751396,1.0,0.0
148,302,0.0,2838.515,1.3184664436640334,4.195347750909715,3.613479485589363,1.0,0.0
149,301,0.0,2828.328,1.318293040102702,4.196065828878837,3.607069040532739,1.0,0.0
150,302,0.0,2838.265,1.323872422244268,4.184534803011309,3.602312680677842,1.0,0.0
151,305,0.0,2864.547,1.3601216766554785,4.201240476440081,3.5779277610645237,1.0,0.0
152,303,0.0,2846.39,1.3395306867947354,4.195703567262997,3.593974644865168,1.0,0.0
153,302,0.0,2837.969,1.3290286565120697,4.195744519551191,3.60427474021818,1.0,0.0
154,302,0.0,2838.156,1.3236741274998955,4.196363050482315,3.608769672096698,1.0,0.0
155,301,0.0,2829.843,1.318633896753293,4.1957929878569455,3.6093877067067006,1.0,0.0
156,301,0.0,2829.625,1.3134751321324272,4.195797286482793,3.614933900308572,1.0,0.0
157,300,0.0,2819.437,1.3132020634442203,4.196349384378125,3.609023225479784,1.0,0.0
158,300,0.0,2819.579,1.3077959946944353,4.195609431921248,3.6143313479608814,1.0,0.0
159,299,0.0,2810.672,1.3030329186405918,4.195339917236225,3.61782445722146,1.0,0.0
160,299,0.0,2811.485,1.3033573559038203,4.19540205700612,3.613087210473896,1.0,0.0
161,298,0.0,2802.422,1.3034100438655642,4.195685302232799,3.6070395495118257,1.0,0.0
162,298,0.0,2801.625,1.2978870806495706,4.195561297751176,3.61490941179153,1.0,0.0
163,298,0.0,2802.031,1.2980735056918902,4.196066962029683,3.6109037542764746,1.0,0.0
164,297,0.0,2793.39,1.293463613844243,4.196640912532072,3.615560501886754,1.0,0.0
165,297,0.0,2793.39,1.288003392619118,4.1956235749123225,3.621191032853697,1.0,0.0
166,297,0.0,2792.485,1.2874525221379407,4.195862008850563,3.619185104906403,1.0,0.0
167,298,0.0,2802.016,1.3090153642307354,4.18482689434833,3.5953649734437896,1.0,0.0
168,300,0.0,2820.39,1.3250793286429356,4.201968615940368,3.589937388761665,1.0,0.0
