battery_id,raw_cycle_id,discharge_cycle_id,capacity_ah,num_samples,duration_s,start_voltage_v,end_voltage_v,start_temperature_c,end_temperature_c
B0006,140,45,1.7337887419624838,352,3293.172,4.185418639744681,3.2499622126804124,23.325044766777037,35.948665501353894
B0006,144,46,1.713325912040734,350,3275.328,4.183921653715496,3.2761786217774986,23.22751550921504,35.8076141458777
B0006,148,47,1.7024077813673466,349,3265.016,4.185518250318115,3.2892337937863383,23.209671068204816,35.727411052391915
B0006,150,48,1.82371946178183,356,3328.937,4.1729165619005535,2.934951679828825,26.602945710082057,39.57378670033301
B0006,154,49,1.8081284050314708,356,3329.266,4.186882269459454,3.0133583509832325,25.61136673829009,38.78195999093458
B0006,158,50,1.7757610945034283,353,3301.579,4.186537777937825,3.0981920097302105,24.788511221807962,37.85904701280159
B0006,162,51,1.7447409841836798,351,3283.563,4.182242443277712,3.167346834112308,24.29903895658481,37.12135762318553
B0006,166,52,1.729207034132373,350,3275.125,4.185747996173869,3.228685511716086,23.990117528547287,36.580486706224
B0006,170,53,1.7081086552553244,349,3265.656,4.183575724123322,3.2595724548548413,23.99541497188152,36.436407503512335
B0006,174,54,1.6975954237461768,349,3266.093,4.184332281821813,3.2774199521442657,24.29775946583267,36.53091042103418
B0006,178,55,1.6820634524029463,348,3257.594,4.184698116905854,3.309541910489555,24.10547107270791,36.06449507955633
B0006,182,56,1.6714768322295086,347,3248.593,4.185835940524748,3.3229457962953464,23.97620032331416,35.94327250944611
B0006,186,57,1.6607591387047655,346,3238.766,4.185426189138305,3.3268774953647884,23.824199676533382,35.892953287061836
B0006,190,58,1.651121015038069,346,3240.14,4.184463046346399,3.336400100467817,23.942803578267206,35.959515024229205
B0006,194,59,1.6401349256190927,345,3230.109,4.18451874454039,3.3562313241233728,24.457646201133684,36.03733181811758
B0006,198,60,1.6291999416165441,345,3229.7810000000027,4.184454576919845,3.371466361383496,24.25292507931787,35.71327174023829
B0006,202,61,1.6088496302961666,343,3212.469,4.181070202610792,3.396018761698921,24.11448837545242,35.366498347395265
B0006,206,62,1.6035244898969248,343,3213.219,4.18244649645216,3.3938825218600814,23.928926832055478,35.18665272384657
B0006,210,63,1.5989712144027983,342,3203.578,4.1838203403042975,3.3978158698372107,24.06285659837035,35.67614711684021
B0006,214,64,1.5876273123575604,341,3195.125,4.182425008087469,3.416423032732188,24.43764335025533,34.71660828900691
B0006,216,65,1.5829719744686166,341,3195.3129999999946,4.190985194174346,3.417549528683359,24.30184761147359,35.028736379559405
B0006,220,66,1.567137636713563,340,3186.297,4.18162644626075,3.427505386148378,24.11618953982896,34.774991305740066
B0006,224,67,1.5613446139713882,339,3176.438,4.183355970785126,3.4347508426334845,23.957906855391784,34.69789797592927
B0006,228,68,1.5511711892790419,338,3167.593,4.1824452483280945,3.448198019924908,23.96185609552303,34.6005415728579
B0006,232,69,1.5406741606295171,338,3167.719,4.182585245365358,3.447136358493749,24.03193481551934,34.65518631476638
B0006,236,70,1.5253138744624433,337,3159.077999999994,4.1774176000218946,3.455115440595922,24.054796737761627,34.49661503681511
B0006,240,71,1.5301570318067428,336,3148.829,4.182951924778038,3.468023005179232,24.004853828853747,34.58789396630877
B0006,244,72,1.5246566834474087,336,3149.094,4.183258304762118,3.4711335972831856,23.988223436593007,34.48391218889425
B0006,248,73,1.5145492986655427,335,3140.547,4.183170360974043,3.4883390886919767,23.974725686801108,34.32316829732572
B0006,252,74,1.509391504602082,334,3131.625,4.183359256700765,3.4882264404681207,23.972186965592904,34.37112413744189
B0006,256,75,1.5039974333050705,333,3121.907,4.182909564093396,3.4877002346746275,23.89672125029287,34.37262003693859
B0006,260,76,1.4935201918040188,333,3122.125,4.181939688146648,3.5019144212894115,23.848871479014186,34.06737352776938
B0006,264,77,1.4876323024497422,333,3121.672,4.18215985406311,3.5064898836985074,23.87364854710166,34.01427816460032
B0006,266,78,1.5302876214401704,333,3120.86,4.189962701965466,3.4612712556588887,24.45450229908833,35.63390029041699
B0006,270,79,1.5040760088360112,331,3103.828,4.181214475643097,3.49597974716647,23.814180429243,34.63193513275843
B0006,274,80,1.4887593608730894,330,3095.094,4.181652803611802,3.495868232766142,23.39341376051454,34.48366479877386
B0006,278,81,1.4782779285546637,330,3095.781,4.180127984409454,3.5168324777654205,23.494929666684254,34.198906360730284
B0006,282,82,1.478459982215684,330,3094.328,4.182435253361705,3.5140805590225344,23.948764926788748,34.73440888809496
B0006,286,83,1.473214844899973,329,3086.531,4.182970513713943,3.5179169265872945,24.305636072230342,34.85451606835088
B0006,290,84,1.4675164935067897,329,3085.625,4.182588389688278,3.51910167584515,24.16642252229391,34.71454754205853
B0006,294,85,1.4516292657521335,327,3067.203,4.180283545890356,3.521493643197122,23.980795554734595,34.408441964409874
B0006,298,86,1.4519237720967177,326,3058.157,4.182277548850675,3.531199617131715,23.64197366968708,34.22991790059867
B0006,302,87,1.4471484694777745,326,3058.812,4.182483687657018,3.540682828822266,23.829441222036376,34.45467967969768
B0006,306,88,1.4468538105659885,326,3058.578,4.182606347806988,3.5356541187739614,24.20984647694025,34.80310290558563
B0006,310,89,1.4416741930284678,325,3049.328,4.182949890012143,3.5426480867538017,24.27322345224107,34.81930482334886
B0006,313,90,1.5935866593100128,339,3177.219,4.222353332039162,3.5029468518556204,24.058176844558602,36.55243677981589
B0006,316,91,1.5463902376915637,329,3082.937,4.190810496600126,3.459144575143091,24.676724380143,36.57029301599151
B0006,320,92,1.51470559175661,328,3074.266,4.1828124049147695,3.4885908514844224,24.71374963671338,35.95639890638621
B0006,324,93,1.4989786083335404,327,3066.0,4.1838942747302825,3.500662570823591,24.467210746068808,35.57203521602141
B0006,328,94,1.4831110745410492,326,3056.437,4.183847567326402,3.5190985130636876,24.224651493389036,35.12626059216553
B0006,332,95,1.4729664825468278,325,3048.219,4.183259734378229,3.5212860952811007,24.113583430209243,35.05245406960759
B0006,336,96,1.4627604396099307,324,3039.218,4.183152598210248,3.5315851155806786,24.152350848480747,34.99131293908511
B0006,340,97,1.4518364681062514,324,3039.047,4.1835297239964095,3.5329262878466716,24.1926071662797,34.94359968589192
B0006,344,98,1.4468670644030392,323,3030.375,4.181677965200077,3.539045488750217,24.238609855596458,34.84983560144131
B0006,348,99,1.441380399427779,322,3021.0,4.183197246077639,3.545547133777292,24.191028062692588,34.86099755076984
B0006,352,100,1.431210744960774,322,3021.75,4.182847747629186,3.5484565862450688,24.226474805349635,34.837662550361905
B0006,356,101,1.4260247179525716,321,3012.265,4.1825932531603875,3.549925959367978,24.22178922960351,34.87870780639173
B0006,360,102,1.420487649966195,320,3002.641,4.181536580807847,3.5622369118183483,24.21808498792451,34.66799385095821
B0006,364,103,1.4207006230355006,321,3012.0,4.172034399629829,3.5587698945654234,24.266994666970984,35.255766985179704
B0006,367,104,1.452255804330839,322,3020.11,4.188427549455566,3.5413834963307256,25.010523307428713,35.87126418983831
B0006,371,105,1.431557632772571,320,3002.172000000006,4.181335856346829,3.557320348056594,24.81984050052093,35.5586741930245
B0006,375,106,1.415015751158943,319,2992.703,4.179546243153898,3.5560021159887576,24.661768980219062,35.37917332729927
B0006,379,107,1.4097311506517451,316,2964.468,4.18088822946083,3.565450927200841,24.43111831491746,35.25835879194265
B0006,383,108,1.404917318129309,318,2983.375,4.182667734360821,3.5778109276715733,24.34226965648951,34.97774357485852
B0006,387,109,1.395164296571563,317,2975.297,4.179684890591493,3.5823842742694407,24.694622781030777,35.09536674698793
B0006,391,110,1.3945343832614077,317,2974.9850000000006,4.18224535784739,3.5836702091707866,24.83379380277289,35.23466125554352
B0006,395,111,1.3893171179312644,316,2966.25,4.182453793427935,3.5856253738844623,24.571034736315717,35.0345809347327
B0006,399,112,1.3838379472327809,315,2956.359,4.182382182381389,3.588984284723791,24.3737881286227,34.959736236714605
B0006,403,113,1.3736814238195123,315,2956.344,4.179533028548021,3.5864700210588274,24.6289343728223,35.130364090229946
B0006,407,114,1.3786059891863676,315,2956.406,4.182385088635815,3.5923515752514272,24.908657981582394,35.31000839824853
B0006,411,115,1.3737600299108574,314,2947.266,4.182683463001238,3.5963124070242887,24.786900319506767,35.16961820965507
B0006,415,116,1.3682580583942712,313,2937.984,4.182413969607667,3.6002389127425705,24.55493670403353,34.99384427968127
B0006,419,117,1.3633024037317505,312,2929.125,4.182411904002977,3.604261987061514,24.326424207262512,34.87051338845891
B0006,423,118,1.3580966140172601,312,2928.454,4.181099186741353,3.610208784768209,24.575299028638764,34.99150315814171
B0006,427,119,1.353269090999531,312,2929.375,4.180110659212056,3.604384847345642,24.993583337417636,35.370353548691504
B0006,431,120,1.3841605738237488,314,2946.031,4.163570261072192,3.5929395911706528,25.16522071099258,35.35792668120537
B0006,433,121,1.4051467790651473,315,2955.438,4.190012868765637,3.5862615333641465,25.169349346251153,35.8874924214886
B0006,437,122,1.378719022627353,313,2937.625,4.182338112503195,3.5993733218450874,24.821438212878718,35.41362624524575
B0006,441,123,1.3682657783199066,312,2929.078,4.181981194182554,3.613313370916122,24.459861049861928,34.86662650314206
B0006,445,124,1.3573151296618016,311,2918.375,4.18265262787567,3.6129164007807564,24.316938949769007,34.900465534838
B0006,449,125,1.3524934638801596,311,2919.812,4.182270325485355,3.62307676232919,24.299358283075954,34.624064867045256
B0006,453,126,1.3474099151661236,309,2900.422,4.182394535290608,3.6225410007004046,24.264955681087194,34.74761764675118
B0006,457,127,1.3370075130842318,309,2901.375,4.182061947471753,3.626275900079049,24.234049261184705,34.606986338741144
B0006,461,128,1.3312352966718526,309,2901.187,4.182288987105723,3.630939582490314,24.08401483096836,34.3758393274177
B0006,465,129,1.3259303781727643,308,2891.64,4.179633835322102,3.63665215167077,24.032744419693664,34.215092581815156
B0006,469,130,1.321578743867529,307,2882.906,4.181392635232333,3.633648674889144,24.035049734679703,34.404525748296365
B0006,473,131,1.321225074066109,307,2883.265,4.181883861516496,3.6408526421786505,24.06713329126122,34.27105538633811
B0006,477,132,1.3156485301862682,307,2882.969,4.182054276922838,3.6463041446743727,24.003951341882857,34.099498695535075
B0006,481,133,1.3209025697502388,308,2891.656,4.168816046299314,3.643185525285694,24.665219663049655,34.347474812989034
B0006,483,134,1.3474328767273906,309,2901.25,4.1901092209827935,3.63009179178362,24.805357555777945,34.64277824450123
B0006,485,135,1.3260128072353616,308,2891.703,4.186977042307121,3.644383145306869,24.56877700957708,34.125942825083634
B0006,489,136,1.3101186784831063,307,2883.016,4.1821030998183115,3.647724843088211,24.315271046643172,33.887376782077006
B0006,493,137,1.30521620229393,306,2873.453,4.1822412159486655,3.654758881299619,24.003796003990193,33.56218507973103
B0006,497,138,1.3004061951355774,306,2874.031,4.1811092734638216,3.649848216700934,24.36069951501419,33.97512946957805
B0006,501,139,1.300235735841116,306,2874.234,4.181892633123134,3.654795053390779,24.621773390889473,33.9938311075272
B0006,505,140,1.2895066722480755,305,2864.984,4.1810790735747885,3.65519692144285,24.362440700162463,33.80021082576708
B0006,509,141,1.279253057384795,304,2855.093,4.179849355700932,3.660920185251899,24.05828833813684,33.39907834598599
B0006,513,142,1.2792078171714618,304,2855.625,4.181641969595387,3.6665506464743816,23.840036551906117,33.17152279184158
B0006,517,143,1.274036760902923,304,2855.594,4.18154819879745,3.6648304200950594,24.11614509838886,33.52589300448675
B0006,521,144,1.2741273923001468,303,2847.437,4.181631106163372,3.6670708418070905,24.248375431600596,33.48434759874664
B0006,525,145,1.2637639426440779,303,2847.36,4.178712498488009,3.671063896554771,23.97276387413658,33.05127195424509
B0006,529,146,1.2581373688955233,302,2837.328,4.181148894438262,3.675527990548978,23.679989442038227,32.79536153426087
B0006,533,147,1.253259864055301,302,2837.281,4.181246648937272,3.67291170661734,23.532532487364804,32.87846636576991
B0006,537,148,1.2532313315493426,302,2838.515,4.182083806710052,3.6729426082793797,23.900390232503312,33.21432605910474
B0006,541,149,1.2480874960313577,301,2828.328,4.179465656635683,3.676426871927093,23.927161901061876,33.01008606676501
B0006,545,150,1.2534354284944844,302,2838.265,4.164241788212258,3.6787483492176243,23.563221777928874,32.83266948313975
B0006,548,151,1.2898048773266901,305,2864.547,4.189238693156103,3.6660243812714266,24.182986071194534,33.95920158428766
B0006,552,152,1.2635402021758835,303,2846.39,4.180662617196329,3.673517843188949,24.13790128994837,33.66715541097441
B0006,556,153,1.2479761706842853,302,2837.969,4.181032942784607,3.679265325617699,23.963097388160715,33.29047666862118
B0006,560,154,1.2321202877943334,302,2838.156,4.17964376586292,3.6810005302067896,23.85280750491738,33.0677214501059
B0006,564,155,1.2271137666213534,301,2829.843,4.180653486967336,3.6816210659707824,23.75303412345965,33.05886238959916
B0006,568,156,1.2217397581377356,301,2829.625,4.181365190126037,3.6870580470143386,23.721333683268334,32.80619308942374
B0006,572,157,1.211102678915174,300,2819.437,4.180359359066286,3.686609623032529,23.759822145332574,32.85539211201931
B0006,576,158,1.2056159765131735,300,2819.579,4.181277236211712,3.6886642285753455,23.662315778660414,32.72492217663622
B0006,580,159,1.2008936262717274,299,2810.672,4.181921994951423,3.689427929747468,23.66168794896562,32.76928328797007
B0006,584,160,1.1905903985558335,299,2811.485,4.179431633541701,3.691557712403205,23.724606326603794,32.59685985360409
B0006,588,161,1.185179251041941,298,2802.422,4.180438271754948,3.692494602830583,23.762062996041248,32.62058102581185
B0006,592,162,1.1796706818144624,298,2801.625,4.181414159913002,3.693907128232746,23.806067140125037,32.5455784721457
B0006,596,163,1.1745952836753915,298,2802.031,4.180815073540562,3.6946262144743858,23.71352691261309,32.43120345933949
B0006,600,164,1.15381833159625,297,2793.39,4.1697037841892834,3.6963269652374176,23.707339766856947,32.113473228514714
B0006,604,165,1.1644009557372264,297,2793.39,4.180283727512206,3.697169686162496,23.791460085164704,32.299362879069115
B0006,608,166,1.1587974947916069,297,2792.485,4.181157702694518,3.6966744870459154,23.802896883148367,32.41675406202398
B0006,612,167,1.1749748834769171,298,2802.016,4.157544974448367,3.69305943579077,24.698597962486065,32.371096995705706
B0006,614,168,1.1856752327929356,300,2820.39,4.188511527828155,3.691808982914086,24.907725860706154,32.1923241277653
